"행정구역","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_8세","2015년_계_9세","2015년_계_10세","2015년_계_11세","2015년_계_12세","2015년_계_13세"
"전라남도 신안군 흑산면태도출장소(4691036600)","253","10","1","2","0","5","0","2"
"전라남도 신안군 흑산면홍도출장소(4691036700)","585","22","4","5","3","2","4","4"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","401","10","0","0","1","4","0","5"
"전라남도 신안군 하의면(4691037000)","1,955","66","15","9","11","12","6","13"
"전라남도 신안군 신의면(4691038000)","1,813","57","13","7","11","10","7","9"
"전라남도 신안군 장산면(4691039000)","1,746","39","12","7","4","5","5","6"
"전라남도 신안군 안좌면(4691040000)","3,120","62","6","10","13","13","8","12"
"전라남도 신안군 안좌면자라출장소(4691040500)","322","2","0","0","1","0","0","1"
"전라남도 신안군 팔금면(4691041000)","1,159","19","4","0","5","4","3","3"
"전라남도 신안군 암태면(4691042000)","2,237","28","6","3","4","4","4","7"
"경상북도  (4700000000)","2,702,826","134,189","23,376","21,117","20,871","22,069","23,214","23,542"
"경상북도 포항시 (4711000000)","519,584","27,889","4,787","4,410","4,411","4,599","4,840","4,842"
"경상북도 포항시 남구 (4711100000)","246,445","12,993","2,262","2,061","2,100","2,126","2,209","2,235"
"경상북도 포항시 남구 구룡포읍(4711125000)","8,900","169","27","23","34","23","28","34"
"경상북도 포항시 남구 연일읍(4711125300)","34,246","2,307","382","379","366","366","406","408"
"경상북도 포항시 남구 오천읍(4711125600)","53,743","3,453","675","573","559","571","555","520"
"경상북도 포항시 남구 대송면(4711131000)","4,436","101","16","21","14","18","12","20"
"경상북도 포항시 남구 동해면(4711132000)","10,150","481","71","70","75","75","87","103"
"경상북도 포항시 남구 장기면(4711133000)","4,746","80","16","9","13","17","8","17"
"경상북도 포항시 남구 호미곶면(4711135000)","2,215","41","7","7","5","6","6","10"
"경상북도 포항시 남구 상대동(4711152500)","28,686","995","158","164","159","164","167","183"
"경상북도 포항시 남구 해도동(4711154500)","20,302","528","93","78","84","91","84","98"
"경상북도 포항시 남구 송도동(4711155000)","15,486","485","95","68","76","66","84","96"
"경상북도 포항시 남구 청림동(4711156000)","6,273","234","40","43","38","40","36","37"
"경상북도 포항시 남구 제철동(4711157000)","3,365","137","21","22","26","22","21","25"
"경상북도 포항시 남구 효곡동(4711158000)","31,999","2,341","419","339","384","385","407","407"
"경상북도 포항시 남구 대이동(4711159000)","21,898","1,641","242","265","267","282","308","277"
"경상북도 포항시 북구 (4711300000)","273,139","14,896","2,525","2,349","2,311","2,473","2,631","2,607"
"경상북도 포항시 북구 흥해읍(4711325000)","34,133","1,896","313","310","283","326","328","336"
"경상북도 포항시 북구 신광면(4711331000)","3,026","46","11","8","7","6","7","7"
"경상북도 포항시 북구 청하면(4711332000)","5,314","116","15","18","18","19","22","24"
"경상북도 포항시 북구 송라면(4711333000)","2,815","70","12","12","13","13","13","7"
"경상북도 포항시 북구 기계면(4711334000)","5,368","116","23","16","22","19","13","23"
"경상북도 포항시 북구 죽장면(4711335000)","2,215","40","10","5","5","9","7","4"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","697","18","0","0","7","3","3","5"
"경상북도 포항시 북구 기북면(4711336000)","1,314","25","3","7","6","5","1","3"
"경상북도 포항시 북구 중앙동(4711352000)","17,323","496","75","71","71","93","94","92"
"경상북도 포항시 북구 양학동(4711363000)","19,625","1,190","170","172","177","215","205","251"
"경상북도 포항시 북구 죽도동(4711365500)","21,726","626","104","98","93","109","115","107"
"경상북도 포항시 북구 용흥동(4711366500)","25,268","1,305","204","215","193","218","227","248"
"경상북도 포항시 북구 우창동(4711368000)","28,175","1,556","242","235","231","249","295","304"
"경상북도 포항시 북구 두호동(4711369000)","24,757","1,460","239","212","224","252","279","254"
"경상북도 포항시 북구 장량동(4711370000)","70,123","5,165","961","829","845","815","890","825"
"경상북도 포항시 북구 환여동(4711371000)","11,260","771","143","141","116","122","132","117"
"경상북도 경주시 (4713000000)","259,773","12,673","2,178","2,035","1,947","2,065","2,207","2,241"
"경상북도 경주시 감포읍(4713025000)","6,013","127","28","23","18","20","23","15"
"경상북도 경주시 안강읍(4713025300)","28,866","1,391","225","238","220","222","229","257"
"경상북도 경주시 건천읍(4713025600)","10,663","352","68","52","59","67","47","59"
"경상북도 경주시 외동읍(4713025900)","16,647","579","120","91","81","92","104","91"
"경상북도 경주시 양북면(4713031000)","4,472","80","11","16","12","17","5","19"
"경상북도 경주시 양남면(4713032000)","6,582","273","66","57","46","36","28","40"
"경상북도 경주시 내남면(4713033000)","5,136","139","30","20","20","19","23","27"
"경상북도 경주시 산내면(4713034000)","3,323","61","9","12","12","8","8","12"
"경상북도 경주시 서면(4713035000)","3,661","85","15","9","20","11","19","11"
"경상북도 경주시 현곡면(4713036000)","16,196","1,253","225","202","211","213","206","196"
"경상북도 경주시 강동면(4713037000)","7,173","239","41","29","31","48","32","58"
"경상북도 경주시 천북면(4713038000)","5,248","188","31","23","24","30","42","38"
"경상북도 경주시 중부동(4713051500)","6,314","204","37","27","32","26","36","46"
"경상북도 경주시 황오동(4713053000)","8,045","245","33","43","26","55","44","44"
"경상북도 경주시 성건동(4713055000)","17,320","612","111","89","82","100","116","114"
"경상북도 경주시 황남동(4713057000)","6,561","123","19","20","21","19","23","21"
"경상북도 경주시 선도동(4713059000)","15,890","1,105","166","201","180","160","203","195"
"경상북도 경주시 월성동(4713060500)","6,753","217","38","30","34","36","49","30"
"경상북도 경주시 용강동(4713061500)","18,625","1,266","195","222","180","212","229","228"
"경상북도 경주시 황성동(4713062100)","28,847","2,111","332","323","319","356","396","385"
"경상북도 경주시 동천동(4713063000)","26,302","1,620","302","229","253","252","291","293"
"경상북도 경주시 불국동(4713065000)","9,055","342","64","67","55","57","47","52"
"경상북도 경주시 보덕동(4713066000)","2,081","61","12","12","11","9","7","10"
"경상북도 김천시 (4715000000)","140,132","6,415","1,126","980","988","1,100","1,091","1,130"
"경상북도 김천시 아포읍(4715025000)","8,441","324","61","58","51","62","43","49"
"경상북도 김천시 농소면(4715031000)","3,315","71","14","16","10","5","13","13"
"경상북도 김천시 남면(4715032000)","3,595","74","13","10","10","12","13","16"
"경상북도 김천시 개령면(4715034000)","2,838","56","11","7","12","8","4","14"
"경상북도 김천시 감문면(4715035000)","3,791","59","9","13","12","10","7","8"
"경상북도 김천시 어모면(4715036000)","4,860","127","15","18","24","23","16","31"
"경상북도 김천시 봉산면(4715037000)","3,670","94","15","8","18","18","15","20"
"경상북도 김천시 대항면(4715038000)","4,042","116","17","15","9","25","25","25"
"경상북도 김천시 감천면(4715039000)","2,230","49","6","8","8","9","7","11"
"경상북도 김천시 조마면(4715040000)","2,562","49","4","6","8","7","12","12"
"경상북도 김천시 구성면(4715041000)","3,211","42","6","9","5","5","8","9"
"경상북도 김천시 지례면(4715042000)","1,851","33","6","5","6","9","2","5"
"경상북도 김천시 부항면(4715043000)","1,354","15","5","1","1","3","2","3"
"경상북도 김천시 대덕면(4715044000)","2,420","41","10","3","3","7","6","12"
"경상북도 김천시 증산면(4715045000)","1,260","27","6","3","7","5","3","3"
"경상북도 김천시 자산동(4715051600)","8,488","241","32","39","30","50","38","52"
"경상북도 김천시 평화남산동(4715053600)","9,873","290","47","40","36","49","66","52"
"경상북도 김천시 양금동(4715056500)","4,960","185","29","27","28","27","45","29"
"경상북도 김천시 대신동(4715057500)","25,873","1,931","344","307","298","326","341","315"
"경상북도 김천시 대곡동(4715059500)","21,583","1,232","210","169","184","215","219","235"
"경상북도 김천시 지좌동(4715061000)","10,681","729","130","116","130","121","115","117"
"경상북도 김천시 율곡동(4715064000)","9,234","630","136","102","98","104","91","99"
"경상북도 안동시 (4717000000)","169,221","8,548","1,478","1,312","1,306","1,457","1,461","1,534"
"경상북도 안동시 풍산읍(4717025000)","7,166","185","26","30","34","26","37","32"
"경상북도 안동시 와룡면(4717031000)","4,543","120","29","26","17","10","20","18"
"경상북도 안동시 북후면(4717032000)","3,484","58","14","9","9","5","11","10"
"경상북도 안동시 서후면(4717033000)","3,928","79","14","13","5","14","14","19"
"경상북도 안동시 풍천면(4717034000)","4,103","116","24","20","19","16","16","21"
"경상북도 안동시 일직면(4717035000)","3,172","52","16","5","10","4","5","12"
"경상북도 안동시 남후면(4717036000)","2,031","42","10","5","3","8","4","12"
"경상북도 안동시 남선면(4717037000)","2,350","50","8","6","5","9","10","12"
"경상북도 안동시 임하면(4717038000)","3,314","52","8","5","8","12","7","12"
"경상북도 안동시 길안면(4717039000)","3,092","43","13","3","5","4","8","10"
"경상북도 안동시 임동면(4717040000)","2,035","27","5","4","7","4","2","5"
"경상북도 안동시 예안면(4717041000)","2,099","40","6","6","3","2","11","12"
"경상북도 안동시 도산면(4717042000)","1,885","28","3","3","4","7","5","6"
"경상북도 안동시 녹전면(4717043000)","2,024","37","7","9","2","5","7","7"
"경상북도 안동시 중구동(4717051000)","5,188","170","24","30","28","29","37","22"
"경상북도 안동시 명륜동(4717052000)","5,792","284","57","39","45","49","51","43"
"경상북도 안동시 용상동(4717055500)","23,453","1,391","229","183","218","253","238","270"
"경상북도 안동시 서구동(4717058500)","10,438","576","84","77","92","101","105","117"
"경상북도 안동시 태화동(4717060000)","14,134","544","90","66","75","93","102","118"
"경상북도 안동시 평화동(4717062000)","7,353","358","50","47","53","74","53","81"
"경상북도 안동시 안기동(4717063000)","7,227","376","58","64","54","63","61","76"
"경상북도 안동시 옥동(4717065000)","24,730","1,868","344","332","279","309","301","303"
"경상북도 안동시 송하동(4717066000)","15,268","989","180","167","157","160","170","155"
"경상북도 안동시 강남동(4717069000)","10,412","1,063","179","163","174","200","186","161"
"경상북도 구미시 (4719000000)","419,915","27,332","4,878","4,274","4,229","4,441","4,869","4,641"
"경상북도 구미시 선산읍(4719025000)","14,751","617","109","83","100","105","116","104"
"경상북도 구미시 고아읍(4719025300)","33,323","2,119","337","335","315","371","394","367"
"경상북도 구미시 무을면(4719031000)","2,096","52","6","8","5","14","9","10"
"경상북도 구미시 옥성면(4719032000)","1,954","45","7","1","11","8","11","7"
"경상북도 구미시 도개면(4719033000)","2,410","56","15","7","11","5","7","11"
"경상북도 구미시 해평면(4719034000)","5,128","117","26","24","16","17","10","24"
"경상북도 구미시 산동면(4719035000)","3,700","78","22","7","10","11","13","15"
"경상북도 구미시 장천면(4719036000)","3,592","150","24","25","25","20","28","28"
"경상북도 구미시 송정동(4719051000)","18,827","889","147","138","148","126","176","154"
"경상북도 구미시 원평1동(4719052000)","5,060","88","20","12","9","14","10","23"
"경상북도 구미시 원평2동(4719053000)","4,418","120","21","12","26","16","20","25"
"경상북도 구미시 도량동(4719055100)","31,409","2,264","374","321","324","393","428","424"
"경상북도 구미시 지산동(4719055500)","2,910","93","10","9","17","19","18","20"
"경상북도 구미시 선주원남동(4719056500)","47,930","3,842","690","594","592","624","686","656"
"경상북도 구미시 형곡1동(4719058200)","15,372","985","152","133","143","177","191","189"
"경상북도 구미시 형곡2동(4719058300)","21,442","1,387","196","201","211","227","267","285"
"경상북도 구미시 신평1동(4719059000)","4,405","168","26","20","24","33","31","34"
"경상북도 구미시 신평2동(4719060000)","2,498","105","13","18","21","16","14","23"
"경상북도 구미시 비산동(4719061000)","4,814","223","45","25","33","32","42","46"
"경상북도 구미시 공단1동(4719062100)","5,574","349","58","44","66","53","59","69"
"경상북도 구미시 공단2동(4719062200)","5,323","113","23","25","19","12","17","17"
"경상북도 구미시 광평동(4719063000)","5,065","194","39","26","24","28","45","32"
"경상북도 구미시 상모사곡동(4719064500)","31,359","2,294","393","351","352","379","427","392"
"경상북도 구미시 임오동(4719066000)","21,165","1,738","301","306","263","268","293","307"
"경상북도 구미시 인동동(4719067000)","57,617","4,118","805","692","647","667","685","622"
"경상북도 구미시 진미동(4719068000)","21,308","873","174","121","131","151","137","159"
"경상북도 구미시 양포동(4719069000)","46,465","4,255","845","736","686","655","735","598"
"경상북도 영주시 (4721000000)","109,735","5,452","866","848","879","901","970","988"
"경상북도 영주시 풍기읍(4721025000)","11,851","479","92","77","79","76","79","76"
"경상북도 영주시 이산면(4721031000)","2,831","59","15","8","4","9","13","10"
"경상북도 영주시 평은면(4721032000)","1,561","37","9","5","5","6","9","3"
"경상북도 영주시 문수면(4721033000)","2,162","56","8","12","11","11","7","7"
"경상북도 영주시 장수면(4721034000)","2,499","82","13","13","13","13","12","18"
"경상북도 영주시 안정면(4721035000)","3,306","68","9","13","7","17","14","8"
"경상북도 영주시 봉현면(4721036000)","3,118","91","18","18","14","15","16","10"
"경상북도 영주시 순흥면(4721037000)","2,335","53","8","9","7","9","7","13"
"경상북도 영주시 단산면(4721038000)","2,168","38","5","9","3","1","8","12"
"경상북도 영주시 부석면(4721039000)","3,394","77","10","18","12","12","10","15"
"경상북도 영주시 상망동(4721051000)","9,017","682","109","90","120","125","125","113"
"경상북도 영주시 하망동(4721052500)","7,257","411","51","63","62","65","80","90"
"경상북도 영주시 영주1동(4721055000)","4,963","211","35","30","31","32","35","48"
"경상북도 영주시 영주2동(4721056000)","4,324","182","34","21","40","26","26","35"
"경상북도 영주시 휴천1동(4721059000)","7,328","588","93","100","86","103","109","97"
"경상북도 영주시 휴천2동(4721060000)","9,741","422","53","74","82","64","70","79"
"경상북도 영주시 휴천3동(4721061000)","9,279","512","76","68","82","86","101","99"
"경상북도 영주시 가흥1동(4721062000)","13,931","815","134","121","125","143","140","152"
"경상북도 영주시 가흥2동(4721063000)","8,670","589","94","99","96","88","109","103"
"경상북도 영천시 (4723000000)","100,648","3,811","669","610","583","623","682","644"
"경상북도 영천시 금호읍(4723025000)","11,770","284","50","39","48","47","45","55"
"경상북도 영천시 청통면(4723031000)","4,311","98","13","22","15","16","14","18"
"경상북도 영천시 신녕면(4723032000)","4,156","78","19","16","8","11","15","9"
"경상북도 영천시 화산면(4723033000)","3,295","42","6","6","10","5","8","7"
"경상북도 영천시 화북면(4723034000)","2,126","41","8","9","5","5","7","7"
"경상북도 영천시 화남면(4723035000)","3,251","54","12","3","9","5","12","13"
"경상북도 영천시 자양면(4723036000)","1,205","18","7","1","3","2","3","2"
"경상북도 영천시 임고면(4723037000)","4,300","80","11","12","16","11","11","19"
"경상북도 영천시 고경면(4723038000)","5,867","180","33","39","37","28","25","18"
"경상북도 영천시 북안면(4723039000)","4,595","78","13","17","7","17","9","15"
"경상북도 영천시 대창면(4723040000)","3,148","37","7","9","5","6","9","1"
"경상북도 영천시 동부동(4723051000)","28,605","1,725","302","264","249","290","320","300"
"경상북도 영천시 중앙동(4723052000)","9,685","622","102","117","86","113","113","91"
"경상북도 영천시 서부동(4723053500)","5,352","164","27","17","31","28","31","30"
"경상북도 영천시 완산동(4723054000)","4,504","153","28","20","28","15","28","34"
"경상북도 영천시 남부동(4723055500)","4,478","157","31","19","26","24","32","25"
"경상북도 상주시 (4725000000)","102,374","4,382","738","675","705","697","766","801"
"경상북도 상주시 함창읍(4725025000)","6,585","231","35","35","33","35","46","47"
"경상북도 상주시 중동면(4725031000)","1,582","34","13","3","7","7","2","2"
"경상북도 상주시 사벌면(4725032000)","4,132","99","15","16","18","20","13","17"
"경상북도 상주시 낙동면(4725033000)","3,315","79","16","5","13","15","17","13"
"경상북도 상주시 낙동면동부출장소(4725033500)","1,159","27","3","4","5","2","7","6"
"경상북도 상주시 청리면(4725034000)","2,993","59","16","14","6","10","4","9"
"경상북도 상주시 공성면(4725035000)","4,411","99","16","17","11","19","14","22"
"경상북도 상주시 외남면(4725036000)","1,856","41","12","2","8","6","5","8"
"경상북도 상주시 내서면(4725037000)","2,067","43","7","5","4","4","18","5"
"경상북도 상주시 모동면(4725038000)","2,798","75","18","13","12","10","5","17"
"경상북도 상주시 모서면(4725039000)","1,844","34","2","5","6","6","6","9"
"경상북도 상주시 모서면서부출장소(4725039500)","802","26","6","4","5","3","7","1"
"경상북도 상주시 화동면(4725040000)","2,170","61","11","14","12","6","10","8"
"경상북도 상주시 화서면(4725041000)","2,895","107","15","21","13","22","20","16"
"경상북도 상주시 화북면(4725042000)","1,325","42","6","5","10","8","6","7"
"경상북도 상주시 화북면서부출장소(4725042600)","365","6","1","0","2","0","1","2"
"경상북도 상주시 외서면(4725043000)","2,830","90","20","11","18","12","16","13"
"경상북도 상주시 은척면(4725044000)","1,238","23","3","4","6","4","3","3"
"경상북도 상주시 은척면북부출장소(4725044500)","377","16","1","2","3","1","4","5"
"경상북도 상주시 공검면(4725045000)","2,353","49","3","12","7","11","5","11"
"경상북도 상주시 이안면(4725046000)","2,189","50","6","8","7","10","5","14"
"경상북도 상주시 화남면(4725047000)","876","21","2","5","1","4","6","3"
"경상북도 상주시 남원동(4725052000)","12,244","763","124","124","122","117","140","136"
"경상북도 상주시 북문동(4725053000)","9,434","499","79","83","78","74","87","98"
"경상북도 상주시 계림동(4725054000)","8,093","444","66","69","77","68","74","90"
"경상북도 상주시 동문동(4725055000)","8,885","479","79","61","83","77","91","88"
"경상북도 상주시 동성동(4725056000)","4,202","226","38","41","37","39","33","38"
"경상북도 상주시 신흥동(4725057000)","9,354","659","125","92","101","107","121","113"
"경상북도 문경시 (4728000000)","75,784","3,339","526","493","510","554","565","691"
"경상북도 문경시 문경읍(4728025000)","6,143","183","20","40","31","36","25","31"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,173","31","5","5","2","6","6","7"
"경상북도 문경시 가은읍(4728025300)","3,392","95","12","18","15","16","19","15"
"경상북도 문경시 가은읍북부출장소(4728025400)","848","17","3","1","5","2","3","3"
"경상북도 문경시 영순면(4728031000)","2,790","114","11","10","15","10","14","54"
"경상북도 문경시 산양면(4728032000)","3,380","75","14","5","13","12","11","20"
"경상북도 문경시 호계면(4728033000)","2,651","61","10","7","5","15","11","13"
"경상북도 문경시 산북면(4728034000)","3,000","70","12","6","10","16","9","17"
"경상북도 문경시 동로면(4728035000)","1,966","47","6","13","6","8","4","10"
"경상북도 문경시 마성면(4728036000)","3,819","76","8","12","8","15","11","22"
"경상북도 문경시 농암면(4728037000)","2,737","61","8","12","5","17","6","13"
"경상북도 문경시 점촌1동(4728057000)","5,873","210","27","32","32","39","42","38"
"경상북도 문경시 점촌2동(4728058000)","8,065","372","59","50","53","67","65","78"
"경상북도 문경시 점촌3동(4728059000)","10,027","600","112","91","106","86","105","100"
"경상북도 문경시 점촌4동(4728060000)","3,470","100","16","12","28","22","13","9"
"경상북도 문경시 점촌5동(4728061000)","16,450","1,227","203","179","176","187","221","261"
"경상북도 경산시 (4729000000)","256,888","13,074","2,385","2,036","1,974","2,212","2,234","2,233"
"경상북도 경산시 하양읍(4729025000)","26,446","1,598","255","224","243","270","312","294"
"경상북도 경산시 진량읍(4729025300)","38,457","2,315","376","373","338","402","408","418"
"경상북도 경산시 와촌면(4729031000)","6,086","149","14","21","23","31","31","29"
"경상북도 경산시 자인면(4729033000)","6,248","162","33","23","25","31","23","27"
"경상북도 경산시 용성면(4729034000)","3,651","60","11","5","12","11","12","9"
"경상북도 경산시 남산면(4729035000)","3,969","89","21","17","13","16","13","9"
"경상북도 경산시 압량면(4729036000)","17,003","553","106","93","80","83","94","97"
"경상북도 경산시 남천면(4729037000)","3,499","65","16","9","10","11","6","13"
"경상북도 경산시 중방동(4729051000)","11,502","368","66","60","47","60","72","63"
"경상북도 경산시 중앙동(4729052000)","7,259","272","48","32","39","40","49","64"
"경상북도 경산시 남부동(4729053000)","17,655","1,011","200","153","151","177","171","159"
"경상북도 경산시 서부1동(4729054100)","41,109","2,681","500","416","409","473","461","422"
"경상북도 경산시 서부2동(4729054200)","22,731","1,044","192","169","169","187","143","184"
"경상북도 경산시 북부동(4729055000)","13,261","360","71","56","65","66","53","49"
"경상북도 경산시 동부동(4729056000)","38,012","2,347","476","385","350","354","386","396"
"경상북도 군위군 (4772000000)","24,126","555","99","84","89","83","89","111"
"경상북도 군위군 군위읍(4772025000)","8,428","333","55","44","57","53","59","65"
"경상북도 군위군 소보면(4772031000)","2,395","38","8","6","5","2","6","11"
"경상북도 군위군 효령면(4772032000)","3,962","73","15","17","6","11","6","18"
"경상북도 군위군 부계면(4772033000)","2,046","23","5","4","2","3","3","6"
"경상북도 군위군 우보면(4772034000)","2,067","23","2","5","2","6","3","5"
"경상북도 군위군 의흥면(4772035000)","2,648","47","9","5","12","7","9","5"
"경상북도 군위군 산성면(4772036000)","1,262","5","3","0","1","0","1","0"
"경상북도 군위군 고로면(4772037000)","1,318","13","2","3","4","1","2","1"
"경상북도 의성군 (4773000000)","54,477","1,413","234","216","230","245","228","260"
"경상북도 의성군 의성읍(4773025000)","14,121","615","108","100","92","104","116","95"
"경상북도 의성군 단촌면(4773031000)","2,092","42","8","1","7","10","8","8"
"경상북도 의성군 점곡면(4773032000)","1,779","29","3","5","9","6","3","3"
"경상북도 의성군 옥산면(4773033000)","1,944","38","9","5","5","10","5","4"
"경상북도 의성군 사곡면(4773034000)","1,604","24","4","3","4","4","2","7"
"경상북도 의성군 춘산면(4773035000)","1,593","29","8","8","3","6","2","2"
"경상북도 의성군 가음면(4773036000)","1,484","22","3","2","4","5","3","5"
"경상북도 의성군 금성면(4773037000)","4,635","94","12","15","23","11","11","22"
"경상북도 의성군 봉양면(4773038000)","3,962","74","15","7","18","11","3","20"
"경상북도 의성군 비안면(4773039000)","2,551","33","3","3","4","3","12","8"
"경상북도 의성군 구천면(4773040000)","1,908","22","3","6","4","6","2","1"
"경상북도 의성군 단밀면(4773041000)","1,960","32","5","3","3","9","3","9"
"경상북도 의성군 단북면(4773042000)","1,979","28","6","4","4","2","5","7"
"경상북도 의성군 안계면(4773043000)","4,725","179","29","26","31","28","29","36"
"경상북도 의성군 다인면(4773044000)","4,187","88","12","13","13","20","13","17"
"경상북도 의성군 신평면(4773045000)","807","5","1","1","1","1","0","1"
"경상북도 의성군 안평면(4773046000)","2,263","44","3","9","4","7","9","12"
"경상북도 의성군 안사면(4773047000)","883","15","2","5","1","2","2","3"
"경상북도 청송군 (4775000000)","26,384","796","129","117","133","126","147","144"
"경상북도 청송군 청송읍(4775025000)","5,501","234","39","36","38","35","48","38"
"경상북도 청송군 부동면(4775031000)","1,992","38","6","6","4","5","8","9"
"경상북도 청송군 부남면(4775032000)","2,603","43","6","12","2","10","3","10"
"경상북도 청송군 현동면(4775033000)","2,208","69","9","11","10","10","13","16"
"경상북도 청송군 현서면(4775034000)","2,600","54","9","5","15","8","11","6"
"경상북도 청송군 안덕면(4775035000)","2,788","70","18","7","12","13","9","11"
"경상북도 청송군 파천면(4775036000)","1,908","34","6","8","6","5","2","7"
"경상북도 청송군 진보면(4775037000)","6,784","254","36","32","46","40","53","47"
"경상북도 영양군 (4776000000)","17,898","598","109","87","103","84","105","110"
"경상북도 영양군 영양읍(4776025000)","7,758","375","73","48","69","47","64","74"
"경상북도 영양군 입암면(4776031000)","2,315","41","10","7","4","5","9","6"
"경상북도 영양군 청기면(4776032000)","1,880","29","4","5","3","5","6","6"
"경상북도 영양군 일월면(4776033000)","1,883","47","6","6","11","7","6","11"
"경상북도 영양군 수비면(4776034000)","1,853","66","9","14","12","11","12","8"
"경상북도 영양군 석보면(4776035000)","2,209","40","7","7","4","9","8","5"
"경상북도 영덕군 (4777000000)","39,191","1,383","232","221","207","222","251","250"
"경상북도 영덕군 영덕읍(4777025000)","11,306","557","84","108","79","84","99","103"
"경상북도 영덕군 강구면(4777031000)","6,857","235","35","31","42","39","48","40"
"경상북도 영덕군 남정면(4777032000)","2,621","33","8","5","6","3","3","8"
"경상북도 영덕군 달산면(4777033000)","1,292","31","9","4","4","4","4","6"
"경상북도 영덕군 지품면(4777034000)","1,621","28","5","5","6","3","5","4"
"경상북도 영덕군 지품면원전출장소(4777034500)","656","21","6","3","4","1","4","3"
"경상북도 영덕군 축산면(4777035000)","1,036","14","3","3","2","2","3","1"
"경상북도 영덕군 축산면축산출장소(4777035500)","2,044","58","9","8","13","8","9","11"
"경상북도 영덕군 영해면(4777036000)","6,819","278","52","39","29","56","52","50"
"경상북도 영덕군 병곡면(4777037000)","3,067","88","13","8","17","16","19","15"
"경상북도 영덕군 창수면(4777038000)","1,872","40","8","7","5","6","5","9"
"경상북도 청도군 (4782000000)","43,724","1,287","224","211","183","216","200","253"
"경상북도 청도군 화양읍(4782025000)","6,756","359","60","57","51","46","61","84"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,230","26","4","4","2","8","4","4"
"경상북도 청도군 청도읍(4782025300)","11,064","428","73","67","59","85","66","78"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,761","25","7","6","2","4","2","4"
"경상북도 청도군 각남면(4782031000)","2,220","42","9","6","4","8","9","6"
"경상북도 청도군 풍각면(4782032000)","4,096","92","19","14","17","14","14","14"
"경상북도 청도군 각북면(4782033000)","2,268","36","4","7","3","7","3","12"
"경상북도 청도군 이서면(4782034000)","4,743","142","24","24","20","25","20","29"
"경상북도 청도군 운문면(4782035000)","2,236","24","4","6","6","4","2","2"
"경상북도 청도군 금천면(4782036000)","3,425","58","10","13","11","10","6","8"
"경상북도 청도군 매전면(4782037000)","3,925","55","10","7","8","5","13","12"
"경상북도 고령군 (4783000000)","34,594","1,307","244","223","197","209","206","228"
"경상북도 고령군 대가야읍(4783025300)","10,903","539","72","105","89","86","89","98"
"경상북도 고령군 덕곡면(4783031000)","1,478","22","8","2","4","1","2","5"
"경상북도 고령군 운수면(4783032000)","2,030","30","8","2","5","3","4","8"
"경상북도 고령군 성산면(4783033000)","2,898","52","9","9","13","9","4","8"
"경상북도 고령군 다산면(4783034000)","9,578","537","122","90","66","88","88","83"
"경상북도 고령군 개진면(4783035000)","2,222","32","9","2","2","5","7","7"
"경상북도 고령군 우곡면(4783036000)","1,786","36","7","5","6","8","2","8"
"경상북도 고령군 쌍림면(4783037000)","3,699","59","9","8","12","9","10","11"
"경상북도 성주군 (4784000000)","45,029","1,330","218","224","222","198","228","240"
"경상북도 성주군 성주읍(4784025000)","13,978","739","127","110","120","112","137","133"
"경상북도 성주군 선남면(4784031000)","6,469","97","19","20","17","14","12","15"
"경상북도 성주군 용암면(4784032000)","3,839","80","16","14","9","13","10","18"
"경상북도 성주군 수륜면(4784033000)","3,184","64","12","15","11","9","8","9"
"경상북도 성주군 가천면(4784034000)","2,062","28","2","10","4","3","9","0"
"경상북도 성주군 금수면(4784035000)","1,139","14","3","6","0","0","2","3"
"경상북도 성주군 대가면(4784036000)","2,554","54","7","7","9","11","9","11"
"경상북도 성주군 벽진면(4784037000)","3,310","50","6","7","11","4","13","9"
"경상북도 성주군 초전면(4784038000)","5,004","138","14","15","34","25","20","30"
"경상북도 성주군 월항면(4784039000)","3,490","66","12","20","7","7","8","12"
"경상북도 칠곡군 (4785000000)","122,829","7,264","1,340","1,182","1,161","1,153","1,201","1,227"
"경상북도 칠곡군 왜관읍(4785025000)","32,650","1,937","299","330","287","300","354","367"
"경상북도 칠곡군 북삼읍(4785025300)","26,398","1,998","388","311","335","311","315","338"
"경상북도 칠곡군 석적읍(4785025600)","33,736","2,403","499","399","398","379","373","355"
"경상북도 칠곡군 지천면(4785031000)","4,823","86","11","9","15","19","10","22"
"경상북도 칠곡군 동명면(4785032000)","5,809","90","18","10","17","14","15","16"
"경상북도 칠곡군 가산면(4785033000)","3,787","83","12","15","9","17","15","15"
"경상북도 칠곡군 약목면(4785036000)","12,055","544","90","78","84","93","97","102"
"경상북도 칠곡군 기산면(4785037000)","3,571","123","23","30","16","20","22","12"
"경상북도 예천군 (4790000000)","44,674","1,552","259","265","231","261","249","287"
"경상북도 예천군 예천읍(4790025000)","17,337","891","155","146","135","145","150","160"
"경상북도 예천군 용문면(4790031000)","2,578","69","14","10","5","15","12","13"
"경상북도 예천군 상리면(4790032000)","1,235","33","8","4","3","8","5","5"
