"행정구역","2025년_계_총인구수","2025년_계_연령구간인구수","2025년_계_8세","2025년_계_9세","2025년_계_10세","2025년_계_11세","2025년_계_12세","2025년_계_13세"
"전라남도 장성군 진원면(4688031000)","3,560","187","31","23","31","35","37","30"
"전라남도 장성군 남면(4688032000)","3,557","90","11","19","15","12","16","17"
"전라남도 장성군 동화면(4688033000)","1,792","25","2","7","1","3","5","7"
"전라남도 장성군 삼서면(4688034000)","2,928","78","7","10","18","15","12","16"
"전라남도 장성군 삼계면(4688035000)","5,147","221","42","49","34","34","34","28"
"전라남도 장성군 황룡면(4688036000)","3,728","85","7","12","19","18","13","16"
"전라남도 장성군 서삼면(4688037000)","1,468","42","11","5","8","6","6","6"
"전라남도 장성군 북일면(4688038000)","1,303","23","3","5","2","5","3","5"
"전라남도 장성군 북이면(4688039000)","2,582","53","6","10","10","9","11","7"
"전라남도 장성군 북하면(4688040000)","1,935","37","2","4","10","5","8","8"
"전라남도 완도군 (4689000000)","44,613","1,828","253","304","283","331","304","353"
"전라남도 완도군 완도읍(4689025000)","16,812","944","122","143","145","174","171","189"
"전라남도 완도군 금일읍(4689025300)","3,308","121","19","21","26","19","22","14"
"전라남도 완도군 노화읍(4689025600)","3,764","164","21","29","25","21","24","44"
"전라남도 완도군 노화읍넙도출장소(4689029000)","684","17","2","3","3","3","1","5"
"전라남도 완도군 군외면(4689031000)","2,851","32","3","7","4","5","5","8"
"전라남도 완도군 신지면(4689032000)","3,045","83","13","19","12","10","14","15"
"전라남도 완도군 고금면(4689033000)","3,750","98","12","18","15","19","18","16"
"전라남도 완도군 약산면(4689034000)","2,150","57","8","11","15","6","8","9"
"전라남도 완도군 청산면(4689035000)","1,854","26","6","5","2","5","4","4"
"전라남도 완도군 청산면모도출장소(4689035500)","222","2","0","0","2","0","0","0"
"전라남도 완도군 소안면(4689036000)","2,230","73","8","16","11","19","11","8"
"전라남도 완도군 금당면(4689037000)","810","30","9","2","6","7","3","3"
"전라남도 완도군 보길면(4689038000)","2,405","157","26","23","15","38","21","34"
"전라남도 완도군 생일면(4689039000)","728","24","4","7","2","5","2","4"
"전라남도 진도군 (4690000000)","27,964","988","140","147","151","168","183","199"
"전라남도 진도군 진도읍(4690025000)","10,246","561","91","94","80","88","96","112"
"전라남도 진도군 군내면(4690031000)","2,718","70","8","4","7","18","15","18"
"전라남도 진도군 고군면(4690032000)","3,224","114","14","15","14","27","21","23"
"전라남도 진도군 의신면(4690033000)","3,197","56","7","7","11","10","12","9"
"전라남도 진도군 임회면(4690034000)","3,109","59","7","7","12","9","9","15"
"전라남도 진도군 지산면(4690035000)","2,811","63","5","13","8","7","15","15"
"전라남도 진도군 조도면(4690036000)","2,036","48","5","6","11","8","12","6"
"전라남도 진도군 조도면가사출장소(4690036500)","235","5","2","1","1","0","1","0"
"전라남도 진도군 조도면거차출장소(4690036600)","388","12","1","0","7","1","2","1"
"전라남도 신안군 (4691000000)","41,858","1,301","160","203","219","225","201","293"
"전라남도 신안군 지도읍(4691025000)","4,779","137","14","16","28","27","17","35"
"전라남도 신안군 지도읍선도출장소(4691025100)","245","5","0","2","0","0","0","3"
"전라남도 신안군 압해읍(4691025300)","6,424","213","22","33","37","40","34","47"
"전라남도 신안군 압해읍매화출장소(4691025400)","287","10","1","1","3","0","2","3"
"전라남도 신안군 압해읍고이도출장소(4691025500)","256","11","1","2","1","3","0","4"
"전라남도 신안군 증도면(4691031000)","1,572","29","5","2","6","3","6","7"
"전라남도 신안군 증도면병풍출장소(4691031500)","316","5","2","1","1","0","1","0"
"전라남도 신안군 임자면(4691032000)","3,523","136","15","26","22","25","23","25"
"전라남도 신안군 자은면(4691033000)","2,683","80","7","8","18","12","16","19"
"전라남도 신안군 비금면(4691034000)","3,704","110","12","20","18","16","18","26"
"전라남도 신안군 비금면수치도출장소(4691034500)","142","4","0","1","0","1","1","1"
"전라남도 신안군 도초면(4691035000)","2,459","77","11","6","18","15","12","15"
"전라남도 신안군 도초면우이도출장소(4691035500)","240","12","4","2","2","2","1","1"
"전라남도 신안군 흑산면(4691036000)","2,146","55","11","10","5","3","13","13"
"전라남도 신안군 흑산면가거도출장소(4691036500)","349","6","2","0","1","2","1","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","213","10","1","2","0","2","1","4"
"전라남도 신안군 흑산면홍도출장소(4691036700)","467","23","2","6","5","4","3","3"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","280","3","1","1","0","0","1","0"
"전라남도 신안군 하의면(4691037000)","1,673","39","5","9","2","6","9","8"
"전라남도 신안군 신의면(4691038000)","1,583","62","7","8","10","9","9","19"
"전라남도 신안군 장산면(4691039000)","1,629","47","5","8","4","11","6","13"
"전라남도 신안군 안좌면(4691040000)","3,773","125","19","20","20","23","17","26"
"전라남도 신안군 팔금면(4691041000)","996","24","3","6","2","5","2","6"
"전라남도 신안군 암태면(4691042000)","2,119","78","10","13","16","16","8","15"
"경상북도  (4700000000)","2,506,526","119,490","16,445","18,940","20,499","20,204","20,595","22,807"
"경상북도 포항시 (4711000000)","488,707","26,699","3,671","4,178","4,684","4,517","4,640","5,009"
"경상북도 포항시 남구 (4711100000)","215,206","11,697","1,502","1,838","2,077","1,977","2,014","2,289"
"경상북도 포항시 남구 구룡포읍(4711125000)","6,470","72","10","6","14","12","16","14"
"경상북도 포항시 남구 연일읍(4711125300)","27,172","1,738","187","246","292","339","317","357"
"경상북도 포항시 남구 오천읍(4711125600)","56,698","3,553","444","574","647","597","602","689"
"경상북도 포항시 남구 대송면(4711131000)","2,942","49","7","8","7","7","14","6"
"경상북도 포항시 남구 동해면(4711132000)","8,966","322","34","46","51","45","72","74"
"경상북도 포항시 남구 장기면(4711133000)","3,645","50","8","12","4","7","9","10"
"경상북도 포항시 남구 호미곶면(4711135000)","1,617","25","1","6","5","3","4","6"
"경상북도 포항시 남구 상대동(4711152500)","22,113","659","80","98","132","127","102","120"
"경상북도 포항시 남구 해도동(4711154500)","15,355","349","47","55","69","41","67","70"
"경상북도 포항시 남구 송도동(4711155000)","10,847","239","35","34","45","33","46","46"
"경상북도 포항시 남구 청림동(4711156000)","4,501","96","14","13","17","14","19","19"
"경상북도 포항시 남구 제철동(4711157000)","2,297","86","15","12","12","15","12","20"
"경상북도 포항시 남구 효곡동(4711158000)","29,028","3,150","466","512","557","524","522","569"
"경상북도 포항시 남구 대이동(4711159000)","23,555","1,309","154","216","225","213","212","289"
"경상북도 포항시 북구 (4711300000)","273,501","15,002","2,169","2,340","2,607","2,540","2,626","2,720"
"경상북도 포항시 북구 흥해읍(4711325000)","60,159","3,387","519","582","588","538","574","586"
"경상북도 포항시 북구 신광면(4711331000)","2,710","40","7","5","5","7","8","8"
"경상북도 포항시 북구 청하면(4711332000)","4,218","64","6","4","6","12","20","16"
"경상북도 포항시 북구 송라면(4711333000)","2,280","29","5","5","4","6","3","6"
"경상북도 포항시 북구 기계면(4711334000)","4,687","58","6","12","11","14","7","8"
"경상북도 포항시 북구 죽장면(4711335000)","2,030","25","2","5","7","3","3","5"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","622","3","0","0","0","2","0","1"
"경상북도 포항시 북구 기북면(4711336000)","1,279","10","2","0","2","4","2","0"
"경상북도 포항시 북구 중앙동(4711352000)","13,129","312","30","53","49","61","54","65"
"경상북도 포항시 북구 양학동(4711363000)","16,093","860","111","127","141","158","169","154"
"경상북도 포항시 북구 죽도동(4711365500)","17,962","429","57","62","81","60","92","77"
"경상북도 포항시 북구 용흥동(4711366500)","19,249","852","113","131","140","146","151","171"
"경상북도 포항시 북구 우창동(4711368000)","30,575","2,008","316","308","351","323","352","358"
"경상북도 포항시 북구 두호동(4711369000)","20,548","1,067","168","165","177","191","174","192"
"경상북도 포항시 북구 장량동(4711370000)","69,699","5,303","760","792","953","927","898","973"
"경상북도 포항시 북구 환여동(4711371000)","8,261","555","67","89","92","88","119","100"
"경상북도 경주시 (4713000000)","244,055","10,390","1,453","1,678","1,757","1,763","1,778","1,961"
"경상북도 경주시 감포읍(4713025000)","5,021","80","15","4","13","19","17","12"
"경상북도 경주시 안강읍(4713025300)","21,803","704","99","93","116","116","134","146"
"경상북도 경주시 건천읍(4713025600)","14,233","380","74","64","45","69","63","65"
"경상북도 경주시 외동읍(4713025900)","21,506","683","126","124","123","103","110","97"
"경상북도 경주시 문무대왕면(4713031500)","3,976","42","5","4","7","9","9","8"
"경상북도 경주시 양남면(4713032000)","6,268","172","24","28","43","24","24","29"
"경상북도 경주시 내남면(4713033000)","4,338","67","5","7","6","16","15","18"
"경상북도 경주시 산내면(4713034000)","3,128","29","5","3","5","3","6","7"
"경상북도 경주시 서면(4713035000)","2,928","44","4","6","8","7","10","9"
"경상북도 경주시 현곡면(4713036000)","21,582","1,452","204","264","236","253","238","257"
"경상북도 경주시 강동면(4713037000)","5,769","110","13","15","20","14","32","16"
"경상북도 경주시 천북면(4713038000)","5,386","143","17","30","20","25","27","24"
"경상북도 경주시 황오동(4713053000)","9,662","183","24","20","27","32","30","50"
"경상북도 경주시 성건동(4713055000)","12,300","230","22","43","30","31","49","55"
"경상북도 경주시 황남동(4713057000)","3,621","44","4","4","7","7","2","20"
"경상북도 경주시 선도동(4713059000)","13,689","779","112","116","123","137","127","164"
"경상북도 경주시 월성동(4713060500)","5,245","233","28","35","40","39","42","49"
"경상북도 경주시 용강동(4713061500)","24,734","2,120","308","363","400","358","317","374"
"경상북도 경주시 황성동(4713062100)","27,915","1,793","223","266","317","330","312","345"
"경상북도 경주시 동천동(4713063000)","19,866","739","86","124","119","113","152","145"
"경상북도 경주시 불국동(4713065000)","9,506","336","52","64","49","50","56","65"
"경상북도 경주시 보덕동(4713066000)","1,579","27","3","1","3","8","6","6"
"경상북도 김천시 (4715000000)","133,791","6,430","905","1,025","1,059","1,081","1,109","1,251"
"경상북도 김천시 아포읍(4715025000)","7,981","215","25","41","41","42","31","35"
"경상북도 김천시 농소면(4715031000)","3,021","94","18","16","11","19","15","15"
"경상북도 김천시 남면(4715032000)","2,824","46","7","8","11","7","2","11"
"경상북도 김천시 개령면(4715034000)","2,188","30","4","4","7","3","2","10"
"경상북도 김천시 감문면(4715035000)","2,985","23","3","3","3","2","5","7"
"경상북도 김천시 어모면(4715036000)","3,930","82","13","14","8","17","17","13"
"경상북도 김천시 봉산면(4715037000)","2,825","58","7","9","13","6","9","14"
"경상북도 김천시 대항면(4715038000)","3,091","64","9","10","13","5","9","18"
"경상북도 김천시 감천면(4715039000)","1,688","33","7","4","5","3","8","6"
"경상북도 김천시 조마면(4715040000)","2,016","28","4","2","5","5","2","10"
"경상북도 김천시 구성면(4715041000)","2,562","19","2","1","5","5","3","3"
"경상북도 김천시 지례면(4715042000)","1,362","21","0","1","3","4","8","5"
"경상북도 김천시 부항면(4715043000)","1,174","11","0","1","1","2","5","2"
"경상북도 김천시 대덕면(4715044000)","2,069","61","4","2","3","8","1","43"
"경상북도 김천시 증산면(4715045000)","941","9","2","1","1","1","2","2"
"경상북도 김천시 자산동(4715051600)","5,719","123","20","15","25","23","19","21"
"경상북도 김천시 평화남산동(4715053600)","6,770","138","20","10","23","21","30","34"
"경상북도 김천시 양금동(4715056500)","3,330","80","11","8","15","9","16","21"
"경상북도 김천시 대신동(4715057500)","23,133","1,244","158","186","189","221","211","279"
"경상북도 김천시 대곡동(4715059500)","20,395","1,017","143","192","148","175","180","179"
"경상북도 김천시 지좌동(4715061000)","10,351","458","55","71","62","73","108","89"
"경상북도 김천시 율곡동(4715064000)","23,436","2,576","393","426","467","430","426","434"
"경상북도 안동시 (4717000000)","152,610","6,741","906","1,055","1,153","1,068","1,244","1,315"
"경상북도 안동시 풍산읍(4717025000)","7,974","228","22","30","42","37","41","56"
"경상북도 안동시 와룡면(4717031000)","3,663","40","6","5","9","5","8","7"
"경상북도 안동시 북후면(4717032000)","2,710","33","4","4","4","9","5","7"
"경상북도 안동시 서후면(4717033000)","3,633","42","3","9","5","7","11","7"
"경상북도 안동시 풍천면(4717034000)","7,544","260","48","39","46","37","43","47"
"경상북도 안동시 일직면(4717035000)","2,357","27","2","4","4","7","6","4"
"경상북도 안동시 남후면(4717036000)","1,562","16","2","4","4","1","3","2"
"경상북도 안동시 남선면(4717037000)","1,949","29","4","9","3","5","5","3"
"경상북도 안동시 임하면(4717038000)","2,521","25","2","4","2","4","4","9"
"경상북도 안동시 길안면(4717039000)","2,508","19","3","2","2","3","4","5"
"경상북도 안동시 임동면(4717040000)","1,545","16","1","2","1","5","3","4"
"경상북도 안동시 예안면(4717041000)","1,642","17","2","4","1","1","5","4"
"경상북도 안동시 도산면(4717042000)","1,356","10","0","2","1","2","2","3"
"경상북도 안동시 녹전면(4717043000)","1,551","20","1","5","2","4","7","1"
"경상북도 안동시 중구동(4717051000)","4,786","115","13","23","20","14","20","25"
"경상북도 안동시 명륜동(4717052000)","4,587","156","21","23","27","21","31","33"
"경상북도 안동시 용상동(4717055500)","24,371","1,394","195","221","229","235","251","263"
"경상북도 안동시 서구동(4717058500)","8,136","421","54","63","77","72","65","90"
"경상북도 안동시 태화동(4717060000)","11,907","523","75","88","86","78","94","102"
"경상북도 안동시 평화동(4717062000)","5,726","260","30","45","38","44","52","51"
"경상북도 안동시 안기동(4717063000)","5,717","207","26","28","31","40","43","39"
"경상북도 안동시 옥동(4717065000)","19,757","1,278","157","194","238","193","243","253"
"경상북도 안동시 송하동(4717066000)","15,009","905","136","156","148","149","161","155"
"경상북도 안동시 강남동(4717069000)","10,099","700","99","91","133","95","137","145"
"경상북도 구미시 (4719000000)","403,883","26,228","3,667","4,201","4,572","4,517","4,352","4,919"
"경상북도 구미시 선산읍(4719025000)","13,253","515","66","77","93","101","84","94"
"경상북도 구미시 고아읍(4719025300)","40,377","2,707","430","432","495","453","454","443"
"경상북도 구미시 산동읍(4719025600)","30,485","3,645","596","667","668","635","545","534"
"경상북도 구미시 무을면(4719031000)","1,706","33","7","4","7","4","4","7"
"경상북도 구미시 옥성면(4719032000)","1,585","12","4","0","1","2","2","3"
"경상북도 구미시 도개면(4719033000)","1,970","22","5","2","3","4","4","4"
"경상북도 구미시 해평면(4719034000)","3,546","54","10","5","11","9","6","13"
"경상북도 구미시 장천면(4719036000)","2,684","51","10","8","1","5","11","16"
"경상북도 구미시 송정동(4719051000)","23,037","1,102","159","154","224","188","176","201"
"경상북도 구미시 원평동(4719053500)","9,455","376","75","74","62","53","43","69"
"경상북도 구미시 도량동(4719055100)","26,192","1,578","205","239","275","273","284","302"
"경상북도 구미시 지산동(4719055500)","1,797","38","5","5","8","6","7","7"
"경상북도 구미시 선주원남동(4719056500)","35,964","2,468","313","375","419","425","418","518"
"경상북도 구미시 형곡1동(4719058200)","12,389","687","72","114","108","105","132","156"
"경상북도 구미시 형곡2동(4719058300)","14,682","589","70","96","112","95","92","124"
"경상북도 구미시 신평1동(4719059000)","4,601","105","14","9","20","20","20","22"
"경상북도 구미시 신평2동(4719060000)","2,826","122","14","24","19","22","20","23"
"경상북도 구미시 비산동(4719061000)","12,822","847","143","139","135","157","124","149"
"경상북도 구미시 광평동(4719063000)","3,935","164","25","24","22","35","28","30"
"경상북도 구미시 상모사곡동(4719064500)","29,748","1,788","239","287","307","315","295","345"
"경상북도 구미시 임오동(4719066000)","16,757","1,364","187","205","227","265","209","271"
"경상북도 구미시 인동동(4719067000)","46,441","2,911","363","433","491","473","532","619"
"경상북도 구미시 진미동(4719068000)","15,947","488","68","79","87","75","90","89"
"경상북도 구미시 양포동(4719069000)","47,685","4,308","557","699","724","754","732","842"
"경상북도 구미시 공단동(4719070000)","3,999","254","30","50","53","43","40","38"
"경상북도 영주시 (4721000000)","97,162","4,113","542","638","672","695","700","866"
"경상북도 영주시 풍기읍(4721025000)","10,056","311","42","40","46","62","62","59"
"경상북도 영주시 이산면(4721031000)","2,141","41","5","8","4","5","11","8"
"경상북도 영주시 평은면(4721032000)","1,358","13","0","2","1","3","2","5"
"경상북도 영주시 문수면(4721033000)","1,787","23","4","4","4","4","5","2"
"경상북도 영주시 장수면(4721034000)","1,994","29","7","5","3","4","7","3"
"경상북도 영주시 안정면(4721035000)","2,726","45","4","8","5","7","9","12"
"경상북도 영주시 봉현면(4721036000)","2,462","51","5","6","6","9","14","11"
"경상북도 영주시 순흥면(4721037000)","1,848","28","5","2","7","2","6","6"
"경상북도 영주시 단산면(4721038000)","1,682","19","1","4","2","4","3","5"
"경상북도 영주시 부석면(4721039000)","2,717","37","4","8","6","6","4","9"
"경상북도 영주시 상망동(4721051000)","6,859","316","42","51","46","57","45","75"
"경상북도 영주시 하망동(4721052500)","5,693","250","31","37","49","43","42","48"
"경상북도 영주시 영주1동(4721055000)","3,393","94","13","14","20","15","12","20"
"경상북도 영주시 영주2동(4721056000)","4,433","123","17","18","20","16","21","31"
"경상북도 영주시 휴천1동(4721059000)","6,570","364","44","50","68","63","70","69"
"경상북도 영주시 휴천2동(4721060000)","9,608","336","42","55","63","49","58","69"
"경상북도 영주시 휴천3동(4721061000)","6,904","261","30","42","40","48","51","50"
"경상북도 영주시 가흥1동(4721062000)","14,974","1,181","166","198","199","197","172","249"
"경상북도 영주시 가흥2동(4721063000)","9,957","591","80","86","83","101","106","135"
"경상북도 영천시 (4723000000)","95,185","3,131","465","482","553","500","515","616"
"경상북도 영천시 금호읍(4723025000)","9,961","172","31","26","28","23","27","37"
"경상북도 영천시 청통면(4723031000)","3,786","46","7","5","8","8","8","10"
"경상북도 영천시 신녕면(4723032000)","3,464","30","1","1","9","1","10","8"
"경상북도 영천시 화산면(4723033000)","2,921","18","3","4","5","3","1","2"
"경상북도 영천시 화북면(4723034000)","2,158","32","3","1","2","2","4","20"
"경상북도 영천시 화남면(4723035000)","3,081","32","7","6","5","3","4","7"
"경상북도 영천시 자양면(4723036000)","1,252","12","1","0","3","1","2","5"
"경상북도 영천시 임고면(4723037000)","3,973","52","8","7","9","8","9","11"
"경상북도 영천시 고경면(4723038000)","5,348","117","20","18","18","23","14","24"
"경상북도 영천시 북안면(4723039000)","4,111","30","4","3","5","5","6","7"
"경상북도 영천시 대창면(4723040000)","2,905","35","1","6","6","5","6","11"
"경상북도 영천시 동부동(4723051000)","25,769","1,410","218","208","257","243","221","263"
"경상북도 영천시 중앙동(4723052000)","8,736","446","52","74","83","74","92","71"
"경상북도 영천시 서부동(4723053500)","4,240","78","6","13","9","12","12","26"
"경상북도 영천시 완산동(4723054000)","9,788","503","87","88","84","72","77","95"
"경상북도 영천시 남부동(4723055500)","3,692","118","16","22","22","17","22","19"
"경상북도 상주시 (4725000000)","89,888","3,352","430","516","585","552","604","665"
"경상북도 상주시 함창읍(4725025000)","5,933","173","30","18","22","25","35","43"
"경상북도 상주시 중동면(4725031000)","1,279","21","2","3","7","2","2","5"
"경상북도 상주시 사벌국면(4725032500)","3,574","66","5","9","13","16","15","8"
"경상북도 상주시 낙동면(4725033000)","2,783","71","3","11","9","7","24","17"
"경상북도 상주시 낙동면동부출장소(4725033500)","896","12","3","0","0","1","3","5"
"경상북도 상주시 청리면(4725034000)","2,326","42","5","4","8","6","8","11"
"경상북도 상주시 공성면(4725035000)","3,758","79","4","10","8","7","23","27"
"경상북도 상주시 외남면(4725036000)","1,478","25","1","2","3","5","8","6"
"경상북도 상주시 내서면(4725037000)","1,748","24","3","6","3","2","4","6"
"경상북도 상주시 모동면(4725038000)","2,422","66","10","8","12","14","6","16"
"경상북도 상주시 모서면(4725039000)","1,567","25","2","2","4","4","3","10"
"경상북도 상주시 모서면서부출장소(4725039500)","689","8","1","0","2","2","2","1"
"경상북도 상주시 화동면(4725040000)","1,792","34","4","8","4","8","5","5"
"경상북도 상주시 화서면(4725041000)","2,671","93","13","19","18","17","13","13"
"경상북도 상주시 화북면(4725042000)","1,091","23","2","2","6","5","4","4"
"경상북도 상주시 화북면서부출장소(4725042600)","300","0","0","0","0","0","0","0"
"경상북도 상주시 외서면(4725043000)","2,445","58","4","5","10","11","15","13"
"경상북도 상주시 은척면(4725044000)","1,105","18","2","2","2","4","4","4"
"경상북도 상주시 은척면북부출장소(4725044500)","342","6","3","1","0","1","0","1"
"경상북도 상주시 공검면(4725045000)","1,927","31","3","5","7","4","5","7"
"경상북도 상주시 이안면(4725046000)","1,895","45","7","5","8","8","5","12"
"경상북도 상주시 화남면(4725047000)","768","16","4","2","3","2","0","5"
"경상북도 상주시 남원동(4725052000)","10,802","581","77","95","106","87","106","110"
"경상북도 상주시 북문동(4725053000)","9,079","514","69","86","94","95","79","91"
"경상북도 상주시 계림동(4725054000)","8,684","489","73","81","87","73","95","80"
"경상북도 상주시 동문동(4725055000)","7,221","337","37","54","63","58","64","61"
"경상북도 상주시 동성동(4725056000)","3,157","94","8","13","11","21","17","24"
"경상북도 상주시 신흥동(4725057000)","8,156","401","55","65","75","67","59","80"
"경상북도 문경시 (4728000000)","65,348","2,462","333","350","429","412","423","515"
"경상북도 문경시 문경읍(4728025000)","5,448","116","17","19","16","22","26","16"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,039","25","4","2","4","7","4","4"
"경상북도 문경시 가은읍(4728025300)","2,950","65","8","4","14","18","8","13"
"경상북도 문경시 가은읍북부출장소(4728025400)","839","8","3","2","1","0","2","0"
"경상북도 문경시 영순면(4728031000)","2,232","60","7","5","9","4","5","30"
"경상북도 문경시 산양면(4728032000)","2,839","59","6","11","9","8","12","13"
"경상북도 문경시 호계면(4728033000)","2,173","24","3","6","5","3","3","4"
"경상북도 문경시 산북면(4728034000)","2,492","33","4","3","7","5","7","7"
"경상북도 문경시 동로면(4728035000)","1,861","59","8","13","9","9","9","11"
"경상북도 문경시 마성면(4728036000)","3,214","28","2","5","6","4","5","6"
"경상북도 문경시 농암면(4728037000)","2,411","38","4","3","8","11","3","9"
"경상북도 문경시 점촌1동(4728057000)","5,194","229","24","29","51","32","42","51"
"경상북도 문경시 점촌2동(4728058000)","6,362","277","43","34","56","41","50","53"
"경상북도 문경시 점촌3동(4728059000)","8,150","373","49","57","58","63","64","82"
"경상북도 문경시 점촌4동(4728060000)","2,811","59","7","8","9","7","15","13"
"경상북도 문경시 점촌5동(4728061000)","15,333","1,009","144","149","167","178","168","203"
"경상북도 경산시 (4729000000)","263,853","12,975","1,792","2,148","2,173","2,237","2,195","2,430"
"경상북도 경산시 하양읍(4729025000)","32,584","1,726","238","258","278","301","315","336"
"경상북도 경산시 진량읍(4729025300)","32,780","1,322","165","217","216","231","209","284"
"경상북도 경산시 압량읍(4729025600)","21,989","1,351","219","274","214","195","229","220"
"경상북도 경산시 와촌면(4729031000)","5,090","77","11","15","11","7","12","21"
"경상북도 경산시 자인면(4729033000)","5,010","73","8","12","11","16","11","15"
"경상북도 경산시 용성면(4729034000)","3,151","34","4","2","5","7","7","9"
"경상북도 경산시 남산면(4729035000)","3,465","82","9","12","8","20","12","21"
"경상북도 경산시 남천면(4729037000)","2,616","38","1","5","3","11","6","12"
"경상북도 경산시 중방동(4729051000)","10,692","347","50","52","59","66","54","66"
"경상북도 경산시 중앙동(4729052000)","5,532","99","15","15","17","7","24","21"
"경상북도 경산시 남부동(4729053000)","18,258","1,219","160","181","210","204","230","234"
"경상북도 경산시 서부1동(4729054100)","29,814","1,679","197","250","291","295","306","340"
"경상북도 경산시 서부2동(4729054200)","41,641","2,550","415","491","439","461","378","366"
"경상북도 경산시 북부동(4729055000)","15,989","412","58","80","78","59","64","73"
"경상북도 경산시 동부동(4729056000)","35,242","1,966","242","284","333","357","338","412"
"경상북도 의성군 (4773000000)","47,902","989","150","156","165","178","156","184"
"경상북도 의성군 의성읍(4773025000)","12,086","488","66","68","79","95","85","95"
"경상북도 의성군 단촌면(4773031000)","1,820","15","5","2","3","2","3","0"
"경상북도 의성군 점곡면(4773032000)","1,476","20","1","3","6","7","0","3"
"경상북도 의성군 옥산면(4773033000)","1,654","14","5","3","3","0","2","1"
"경상북도 의성군 사곡면(4773034000)","1,500","10","2","1","4","1","2","0"
"경상북도 의성군 춘산면(4773035000)","1,465","23","3","3","4","5","4","4"
"경상북도 의성군 가음면(4773036000)","1,396","12","1","3","1","1","2","4"
"경상북도 의성군 금성면(4773037000)","3,988","58","10","7","9","11","9","12"
"경상북도 의성군 봉양면(4773038000)","3,799","68","12","12","16","11","9","8"
"경상북도 의성군 비안면(4773039000)","2,465","47","4","12","5","11","8","7"
"경상북도 의성군 구천면(4773040000)","1,618","11","1","2","3","2","2","1"
"경상북도 의성군 단밀면(4773041000)","1,569","20","3","2","2","2","2","9"
"경상북도 의성군 단북면(4773042000)","1,631","16","2","3","1","2","2","6"
"경상북도 의성군 안계면(4773043000)","4,208","132","23","24","18","18","23","26"
"경상북도 의성군 다인면(4773044000)","3,543","28","5","5","6","3","2","7"
"경상북도 의성군 신평면(4773045000)","798","5","1","1","1","2","0","0"
"경상북도 의성군 안평면(4773046000)","2,053","11","2","4","2","2","1","0"
"경상북도 의성군 안사면(4773047000)","833","11","4","1","2","3","0","1"
"경상북도 청송군 (4775000000)","23,363","535","80","75","89","94","94","103"
"경상북도 청송군 청송읍(4775025000)","4,835","187","34","24","32","35","33","29"
"경상북도 청송군 주왕산면(4775031500)","1,764","20","3","3","3","4","4","3"
"경상북도 청송군 부남면(4775032000)","2,315","28","2","2","1","5","10","8"
"경상북도 청송군 현동면(4775033000)","1,981","50","8","5","7","9","12","9"
"경상북도 청송군 현서면(4775034000)","2,364","26","3","3","7","2","4","7"
"경상북도 청송군 안덕면(4775035000)","2,401","40","7","7","5","7","5","9"
"경상북도 청송군 파천면(4775036000)","1,647","22","3","4","4","5","3","3"
"경상북도 청송군 진보면(4775037000)","6,056","162","20","27","30","27","23","35"
"경상북도 영양군 (4776000000)","15,941","450","59","63","76","81","89","82"
"경상북도 영양군 영양읍(4776025000)","7,042","279","35","42","43","55","52","52"
"경상북도 영양군 입암면(4776031000)","2,067","51","9","6","8","12","8","8"
"경상북도 영양군 청기면(4776032000)","1,592","23","2","3","7","2","4","5"
"경상북도 영양군 일월면(4776033000)","1,702","26","2","4","5","3","7","5"
"경상북도 영양군 수비면(4776034000)","1,621","35","6","2","6","2","14","5"
"경상북도 영양군 석보면(4776035000)","1,917","36","5","6","7","7","4","7"
"경상북도 영덕군 (4777000000)","32,698","943","142","137","158","174","177","155"
"경상북도 영덕군 영덕읍(4777025000)","10,029","483","79","73","88","78","82","83"
"경상북도 영덕군 강구면(4777031000)","5,493","136","19","21","19","29","30","18"
"경상북도 영덕군 남정면(4777032000)","2,182","13","3","1","2","4","1","2"
"경상북도 영덕군 달산면(4777033000)","1,055","6","1","1","0","0","1","3"
"경상북도 영덕군 지품면(4777034000)","1,364","16","3","3","3","1","4","2"
"경상북도 영덕군 지품면원전출장소(4777034500)","508","3","1","1","0","1","0","0"
"경상북도 영덕군 축산면(4777035000)","849","19","2","1","2","3","6","5"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,443","25","5","4","4","6","5","1"
"경상북도 영덕군 영해면(4777036000)","5,804","201","23","26","36","47","37","32"
"경상북도 영덕군 병곡면(4777037000)","2,482","29","4","4","3","2","9","7"
"경상북도 영덕군 창수면(4777038000)","1,489","12","2","2","1","3","2","2"
"경상북도 청도군 (4782000000)","40,117","939","115","134","159","160","170","201"
"경상북도 청도군 화양읍(4782025000)","6,857","305","33","46","55","50","55","66"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,065","18","1","4","0","6","1","6"
"경상북도 청도군 청도읍(4782025300)","9,512","273","35","33","44","44","60","57"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,480","19","0","4","3","3","4","5"
"경상북도 청도군 각남면(4782031000)","2,110","31","6","3","4","8","4","6"
"경상북도 청도군 풍각면(4782032000)","3,633","52","10","10","9","9","7","7"
